doc_id,length
official_macro_dcoilwtico_2012-03-16,65
official_macro_dcoilwtico_2012-03-19,65
official_macro_dcoilwtico_2012-03-20,65
official_macro_dcoilwtico_2012-03-21,65
official_macro_dcoilwtico_2012-03-22,65
official_macro_dcoilwtico_2012-03-23,65
official_macro_dcoilwtico_2012-03-26,65
official_macro_dcoilwtico_2012-03-27,65
official_macro_dcoilwtico_2012-03-28,65
official_macro_dcoilwtico_2012-03-29,65
official_macro_dcoilwtico_2012-03-30,65
official_macro_dcoilwtico_2012-04-02,65
official_macro_dcoilwtico_2012-04-03,65
official_macro_dcoilwtico_2012-04-04,65
official_macro_dcoilwtico_2012-04-05,65
official_macro_dgs10_2010-01-04,64
official_macro_dgs10_2010-01-05,64
official_macro_dgs10_2010-01-06,64
official_macro_dgs10_2010-01-07,64
official_macro_dgs10_2010-01-08,64
official_macro_dgs10_2010-01-11,64
official_macro_dgs10_2010-01-12,64
official_macro_dgs10_2010-01-13,64
official_macro_dgs10_2010-01-14,64
official_macro_dgs10_2010-01-15,64
official_macro_dgs10_2010-01-19,64
official_macro_dgs10_2010-01-20,64
official_macro_dgs10_2010-01-21,64
official_macro_dgs10_2010-01-22,64
official_macro_dgs10_2010-01-25,64
official_macro_dgs10_2010-01-26,64
official_macro_dgs10_2010-01-27,64
official_macro_dgs10_2010-01-28,64
official_macro_dgs10_2010-01-29,64
official_macro_dgs10_2010-02-01,64
official_macro_dgs10_2010-02-02,64
official_macro_dgs10_2010-02-03,64
official_macro_dgs10_2010-02-04,64
official_macro_dgs10_2010-02-05,64
official_macro_dgs10_2010-02-08,64
official_macro_dgs10_2010-02-09,64
official_macro_dgs10_2010-02-10,64
official_macro_dgs10_2010-02-11,64
official_macro_dgs10_2010-02-12,64
official_macro_dgs10_2010-02-16,64
official_macro_dgs10_2010-02-17,64
official_macro_dgs10_2010-02-18,64
official_macro_dgs10_2010-02-19,64
official_macro_dgs10_2010-02-22,64
official_macro_dgs10_2010-02-23,64
official_macro_dgs10_2010-02-24,64
official_macro_dgs10_2010-02-25,64
official_macro_dgs10_2010-02-26,64
official_macro_dgs10_2010-03-01,64
official_macro_dgs10_2010-03-02,64
official_macro_dgs10_2010-03-03,64
official_macro_dgs10_2010-03-04,64
official_macro_dgs10_2010-03-05,64
